Feedback_ID,Category,Feedback_Text
1163,Complaint,Public parks are not maintained well and are often dirty.
1164,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1165,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1166,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1167,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1168,Complaint,Public parks are not maintained well and are often dirty.
1169,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1170,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1171,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1172,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1173,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1174,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1175,Complaint,Public parks are not maintained well and are often dirty.
1176,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1177,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1178,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1179,Complaint,Public parks are not maintained well and are often dirty.
1180,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1181,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1182,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1183,Complaint,Public parks are not maintained well and are often dirty.
1184,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1185,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1186,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1187,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1188,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1189,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1190,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1191,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1192,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1193,Complaint,Public parks are not maintained well and are often dirty.
1194,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1195,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1196,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1197,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1198,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1199,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1200,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1201,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1202,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1203,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1204,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1205,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1206,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1207,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1208,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1209,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1210,Complaint,Public parks are not maintained well and are often dirty.
1211,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1212,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1213,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
1214,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
1215,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
1216,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1217,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1218,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1219,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1220,Complaint,Public parks are not maintained well and are often dirty.
1221,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
1222,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1223,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1224,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1225,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
1226,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1227,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
1228,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1229,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
1230,Complaint,"Streetlights are not maintained, making roads unsafe at night."
1231,Complaint,Public parks are not maintained well and are often dirty.
1232,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
1233,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
